14.046283, 76.746369, Coconut
14.047796, 76.527332, Coconut
13.907965, 76.661898, Coconut
14.09032, 76.537326, Coconut
13.946817, 76.672137, Coconut
14.043353, 76.691641, Coconut
13.837365, 76.714347, Coconut
13.723665, 76.550275, Coconut
13.963207, 76.641359, Coconut
13.865502, 76.697813, Coconut
13.867544, 76.66685, Coconut
14.020968, 76.635338, Coconut
13.964543, 76.539223, Coconut
14.041406, 76.8427, Coconut
14.041392, 76.492832, Coconut
13.930377, 76.492433, Coconut
14.068154, 76.714867, Coconut
13.963711, 76.673895, Coconut
13.905551, 76.728289, Coconut
14.117739, 76.499884, Coconut
14.012789, 76.707618, Coconut
13.752174, 76.596559, Coconut
13.879029, 76.598996, Coconut
14.114999, 76.460326, Coconut
14.039751, 76.773494, Coconut
14.02186, 76.729475, Coconut
14.082589, 76.87873, Coconut
13.802294, 76.649788, Coconut
13.907323, 76.567687, Coconut
13.877832, 76.62887, Coconut
14.014514, 76.61471, Coconut
14.046953, 76.577782, Coconut
14.015595, 76.474618, Coconut
14.128882, 76.65095, Coconut
13.873684, 76.728711, Coconut
13.856413, 76.626478, Coconut
13.991519, 76.483325, Coconut
13.963056, 76.498804, Coconut
14.097831, 76.682629, Coconut
14.071149, 76.616734, Coconut
14.078009, 76.768697, Coconut
14.050679, 76.554481, Coconut
13.749323, 76.579319, Coconut
14.081104, 76.910466, Coconut
13.775133, 76.600973, Coconut
14.059179, 76.815285, Coconut
14.058474, 76.647945, Coconut
14.015625, 76.672415, Coconut
13.832434, 76.578049, Coconut
14.097663, 76.773558, Coconut
14.120883, 76.885275, Coconut
13.958772, 76.589957, Coconut
14.017687, 76.523784, Coconut
13.89221, 76.59282, Coconut
13.986089, 76.7619, Coconut
13.854415, 76.573546, Coconut
13.939792, 76.785104, Coconut
14.192183, 76.605042, Coconut
14.087505, 76.626167, Coconut
13.903534, 76.509075, Coconut
14.119117, 76.846553, Coconut
14.121052, 76.672918, Coconut
13.803054, 76.741095, Coconut
14.043725, 76.604318, Coconut
13.953858, 76.698175, Coconut
13.833495, 76.685834, Coconut
13.893951, 76.543842, Coconut
14.114392, 76.920393, Coconut
13.738661, 76.679436, Coconut
13.965296, 76.819076, Coconut
13.98411, 76.722964, Coconut
13.955935, 76.607164, Coconut
13.929889, 76.744453, Coconut
13.934873, 76.549814, Coconut
13.92511, 76.806589, Coconut
13.904412, 76.633136, Coconut
13.92868, 76.587159, Coconut
13.772175, 76.65427, Coconut
13.797004, 76.619103, Coconut
13.82039, 76.628836, Coconut
13.828095, 76.657343, Coconut
14.066268, 76.600206, Coconut
14.084969, 76.4903, Coconut
14.130889, 76.537911, Coconut
13.986721, 76.678795, Coconut
13.742101, 76.661304, Coconut
13.965038, 76.567412, Coconut
13.888922, 76.506612, Coconut
14.017076, 76.587239, Coconut
14.082962, 76.795995, Coconut
13.952106, 76.763906, Coconut
13.981565, 76.615805, Coconut
13.921166, 76.678837, Coconut
13.798583, 76.695633, Coconut
14.146605, 76.476898, Coconut
13.879892, 76.557956, Coconut
13.931305, 76.650667, Coconut
13.740242, 76.631766, Coconut
13.929804, 76.700515, Coconut
14.170799, 76.627285, Coconut
13.932794, 76.721294, Coconut
13.835648, 76.620064, Coconut
14.099833, 76.702965, Coconut
13.892121, 76.685572, Coconut
14.026567, 76.85793, Coconut
14.086962, 76.592407, Coconut
14.115976, 76.789734, Coconut
13.958908, 76.745956, Coconut
14.074727, 76.73302, Coconut
13.732416, 76.597586, Coconut
14.100038, 76.725777, Coconut
14.070396, 76.841974, Coconut
13.901143, 76.609576, Coconut
14.180594, 76.592841, Coconut
14.105323, 76.809518, Coconut
13.997453, 76.521023, Coconut
14.128882, 76.65095, Coconut
14.044958, 76.717088, Coconut
14.097053, 76.565112, Coconut
14.003523, 76.555916, Coconut
13.929913, 76.765664, Coconut
13.876005, 76.579037, Coconut
13.951043, 76.724699, Coconut
14.068016, 76.69585, Coconut
13.880784, 76.677985, Coconut
14.112837, 76.594535, Coconut
13.77077, 76.624478, Coconut
14.018703, 76.802975, Coconut
13.967606, 76.695642, Coconut
13.794651, 76.554711, Coconut
14.105727, 76.631998, Coconut
13.904895, 76.696705, Coconut
13.978328, 76.585904, Coconut
13.924754, 76.52857, Coconut
13.246379, 76.134787, Coconut
13.169946, 76.190123, Coconut
13.159884, 76.250408, Coconut
13.332836, 76.301086, Coconut
13.41749, 76.150251, Coconut
13.485519, 76.280223, Coconut
13.267637, 76.313949, Coconut
13.228118, 76.279681, Coconut
13.249348, 76.205243, Coconut
