12.448351, 76.674778, Coconut
12.43359, 76.672638, Coconut
12.463986, 76.856723, Coconut
12.456821, 76.8075, Coconut
12.461385, 76.802473, Coconut
12.422634, 76.746353, Coconut
12.368838, 76.607805, Coconut
12.393784, 76.803404, Coconut
12.387983, 76.575993, Coconut
12.43359, 76.672638, Coconut
12.408587, 76.59872, Coconut
12.413164, 76.842391, Coconut
12.461687, 76.714013, Coconut
12.434699, 76.855061, Coconut
12.375595, 76.578027, Coconut
12.391105, 76.562428, Coconut
12.399487, 76.617096, Coconut
12.367453, 76.70098, Coconut
12.423976, 76.851143, Coconut
12.310444, 76.754204, Coconut
12.394849, 76.673677, Coconut
12.389701, 76.702241, Coconut
12.47288, 76.715558, Coconut
12.366913, 76.775194, Coconut
12.455716, 76.784652, Coconut
12.43251, 76.838962, Coconut
12.330526, 76.747183, Coconut
12.418746, 76.722726, Coconut
12.474713, 76.732028, Coconut
12.476857, 76.824632, Coconut
12.442829, 76.819019, Coconut
12.456739, 76.69218, Coconut
12.444235, 76.842959, Coconut
12.345586, 76.7533, Coconut
12.437385, 76.662612, Coconut
12.451511, 76.729537, Coconut
12.428681, 76.884678, Coconut
12.428864, 76.826308, Coconut
12.375333, 76.807472, Coconut
12.42168, 76.802814, Coconut
12.456693, 76.757993, Coconut
12.351714, 76.730045, Coconut
12.416741, 76.778773, Coconut
12.379185, 76.737087, Coconut
12.393519, 76.635348, Coconut
12.383308, 76.715703, Coconut
12.395272, 76.579799, Coconut
12.47629, 76.834171, Coconut
12.441351, 76.799745, Coconut
12.329382, 76.738819, Coconut
12.468594, 76.789273, Coconut
12.43657, 76.722836, Coconut
12.463412, 76.668977, Coconut
12.440554, 76.773895, Coconut
12.429549, 76.720733, Coconut
12.420663, 76.629973, Coconut
12.412252, 76.644643, Coconut
12.438873, 76.692737, Coconut
12.456686, 76.837175, Coconut
12.450822, 76.70626, Coconut
12.381501, 76.784452, Coconut
12.398867, 76.594982, Coconut
12.455663, 76.674979, Coconut
12.41263, 76.740876, Coconut
12.400002, 76.734775, Coconut
12.378126, 76.620108, Coconut
12.460735, 76.822383, Coconut
12.420434, 76.763849, Coconut
12.439481, 76.746683, Coconut
12.440554, 76.757288, Coconut
12.390606, 76.686916, Coconut
12.432534, 76.760519, Coconut
12.471836, 76.703696, Coconut
12.41405, 76.862127, Coconut
12.411041, 76.653184, Coconut
12.426602, 76.808592, Coconut
12.452531, 76.853005, Coconut
12.44116, 76.677152, Coconut
12.462295, 76.732693, Coconut
12.417217, 76.696958, Coconut
12.486197, 76.767455, Coconut
12.326364, 76.755477, Coconut
12.451488, 76.766667, Coconut
12.442583, 76.830617, Coconut
12.3735, 76.760287, Coconut
12.412605, 76.794101, Coconut
12.407132, 76.876053, Coconut
